algo;thres;run;usertime;systime;percent CPU;wallclocktime(h:mm:ss/mm:ss);tooltime1;tooltime2;tooltime3
ges;0.5;0;55.19966666666666666666;6.82083333333333333333;99%;1:02:05;31.65859407140000000000;29.09753573105000000000
ges;0.5;1;55.86683333333333333333;7.25500000000000000000;99%;1:03:14;32.03660353686666333333;29.83085949451666666666
ges;0.5;2;54.05016666666666666666;6.88100000000000000000;99%;1:01:06;30.70477871556666666666;29.01513591083333666666
ges;0.6;0;35.22833333333333333333;1.16033333333333333333;99%;36:24.10;30.39051565996666833333;4.74105777553333333333
ges;0.6;1;35.14300000000000000000;1.16716666666666666666;99%;36:19.35;30.34473965363333333333;4.69130221229999933333
ges;0.6;2;35.20266666666666666666;1.17083333333333333333;99%;36:23.19;30.38837993905000000000;4.71220440605000000000
ges;0.7;0;31.53516666666666666666;.15933333333333333333;99%;31:41.77;30.05004583545000000000;.42607701760000000000
ges;0.7;1;31.82300000000000000000;.16683333333333333333;99%;31:59.53;30.27990919761667000000;.44477501355000003333
ges;0.7;2;33.28883333333333333333;.18850000000000000000;99%;33:28.82;31.67729635686666333333;.44612586805000003333
ges;0.8;0;33.06783333333333333333;.08966666666666666666;99%;33:09.53;31.79079446253333333333;.02521858318333333333
ges;0.8;1;32.69833333333333333333;.09600000000000000000;99%;32:47.75;31.41926672401666666666;.02504413291666666666
ges;0.8;2;31.49066666666666666666;.07716666666666666666;99%;31:34.13;30.21501108428333333333;.02420605638333333166
ges;0.9;0;31.58483333333333333333;.07583333333333333333;99%;31:39.71;30.36945826581666666666;.00538660415000000000
ges;0.9;1;31.46100000000000000000;.07350000000000000000;99%;31:32.13;30.25410609795000166666;.00523183088333333333
ges;0.9;2;33.14066666666666666666;.08000000000000000000;99%;33:13.31;31.87511586651666666666;.00542295505000000066
wl_linear;0.5;0;17.38533333333333333333;.16150000000000000000;99%;17:33.88;.55208333333333333333;5.86260000000000000000
wl_linear;0.5;1;16.94783333333333333333;.12983333333333333333;99%;17:05.79;.33060000000000000000;5.82515000000000000000
wl_linear;0.5;2;17.60950000000000000000;.13100000000000000000;99%;17:45.54;.34433333333333333333;5.88166666666666666666
wl_linear;0.6;0;16.86166666666666666666;.13450000000000000000;99%;17:00.87;.58050000000000000000;5.71285000000000000000
wl_linear;0.6;1;17.29766666666666666666;.15166666666666666666;99%;17:28.04;.55525000000000000000;5.85646666666666666666
wl_linear;0.6;2;17.10700000000000000000;.18383333333333333333;99%;17:18.55;.64818333333333333333;5.82051666666666666666
wl_linear;0.7;0;17.86550000000000000000;.17683333333333333333;99%;18:03.69;.28085000000000000000;6.58813333333333333333
wl_linear;0.7;1;15.83783333333333333333;.13200000000000000000;99%;15:58.57;.52218333333333333333;5.23403333333333333333
wl_linear;0.7;2;17.63000000000000000000;.13516666666666666666;99%;17:47.00;.35666666666666666666;6.16636666666666666666
wl_linear;0.8;0;17.75933333333333333333;.16100000000000000000;99%;17:56.30;.33785000000000000000;6.19416666666666666666
wl_linear;0.8;1;17.00533333333333333333;.12716666666666666666;99%;17:09.05;.32978333333333333333;5.83863333333333333333
wl_linear;0.8;2;17.07600000000000000000;.14483333333333333333;99%;17:14.36;.60443333333333333333;5.78695000000000000000
wl_linear;0.9;0;16.77900000000000000000;.15833333333333333333;99%;16:57.34;.58775000000000000000;5.65951666666666666666
wl_linear;0.9;1;17.49166666666666666666;.19833333333333333333;99%;17:42.50;.56531666666666666666;5.87651666666666666666
wl_linear;0.9;2;18.53350000000000000000;.18683333333333333333;99%;18:44.37;.28465000000000000000;6.89006666666666666666
wl_minhash;0.5;0;6.64783333333333333333;.14833333333333333333;99%;6:48.28;.62855000000000000000;.21373333333333333333;.06748333333333333333
wl_minhash;0.5;1;6.73500000000000000000;.15583333333333333333;99%;6:53.81;.67106666666666666666;.27756666666666666666;.07023333333333333333
wl_minhash;0.5;2;6.31950000000000000000;.14116666666666666666;99%;6:28.00;.60091666666666666666;.23798333333333333333;.09046666666666666666
wl_minhash;0.6;0;6.57000000000000000000;.16616666666666666666;99%;6:44.63;.39110000000000000000;.22731666666666666666;.07331666666666666666
wl_minhash;0.6;1;6.37483333333333333333;.12300000000000000000;99%;6:30.34;.30406666666666666666;.16395000000000000000;.23475000000000000000
wl_minhash;0.6;2;6.44866666666666666666;.13183333333333333333;99%;6:35.30;.34405000000000000000;.40860000000000000000;.06156666666666666666
wl_minhash;0.7;0;6.19016666666666666666;.12066666666666666666;99%;6:19.01;.38865000000000000000;.34131666666666666666;.04033333333333333333
wl_minhash;0.7;1;6.20566666666666666666;.15716666666666666666;99%;6:22.22;.67390000000000000000;.13908333333333333333;.06925000000000000000
wl_minhash;0.7;2;6.41850000000000000000;.17050000000000000000;99%;6:35.79;.69336666666666666666;.08700000000000000000;.05118333333333333333
wl_minhash;0.8;0;6.49783333333333333333;.12516666666666666666;99%;6:37.81;.42446666666666666666;.31193333333333333333;.03353333333333333333
wl_minhash;0.8;1;6.51050000000000000000;.18066666666666666666;99%;6:41.92;.69591666666666666666;.14640000000000000000;.03636666666666666666
wl_minhash;0.8;2;6.12116666666666666666;.13216666666666666666;99%;6:15.67;.64366666666666666666;.15415000000000000000;.03585000000000000000
wl_minhash;0.9;0;5.89800000000000000000;.13450000000000000000;99%;6:02.40;.60306666666666666666;.09206666666666666666;.02743333333333333333
wl_minhash;0.9;1;6.10366666666666666666;.16783333333333333333;99%;6:16.73;.59691666666666666666;.10153333333333333333;.04485000000000000000
wl_minhash;0.9;2;5.94300000000000000000;.12133333333333333333;99%;6:04.29;.37276666666666666666;.06971666666666666666;.02650000000000000000
